user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data,id
25 to 34,608,2019-12-20,female,2,32.2,990,S.Ubhur Alkurnaysh South Bound with detour,54 kg and under,Morning Ride,25.0,44.3,59.2,8528,8528,1,1262
25 to 34,270,2018-07-14,male,66,25.4,1073,Al Fardoos to shellfish round about,85 to 95 kg,Morning Ride,25.2,37.1,40.1,5720,5720,0,1771
25 to 34,1058,2019-11-22,male,179,33.5,214,Oghor 2 SailsIsland,,Usual friday ride Malik to jeddah water front,23.6,46.8,48.96,7457,7457,0,3511
25 to 34,264,2019-09-09,male,120,28.6,492,Starbucks to Majid,85 to 95 kg,Night Ride,27.6,46.1,40.26,5247,5247,0,271
20 to 24,610,2017-11-18,female,2,23.4,741,North Corniche,65 to 74 kg,Morning Ride,23.0,34.6,45.35,7104,7104,1,4792
55 to 64,1033,2019-09-28,male,5,33.7,179,Headquarters Business Park,75 to 84 kg,Flat tire slightly frowning face ,32.1,39.6,38.27,4287,4287,1,7828
25 to 34,237,2015-02-09,male,92,29.7,474,Starbucks to Majid,95 kg to 104 kg,"Half launcher, half speeder day.. First time speeder team woo-hoo! ",24.2,36.0,27.3,4056,4056,0,244
35 to 44,2183,2019-06-24,male,494,5.9,1019,Headquarters Business Park,85 to 95 kg,Evening Ride,11.0,32.0,16.53,5392,5392,0,7620
45 to 54,1021,2018-09-29,male,158,11.5,622,Oghor 2 SailsIsland,54 kg and under,Afternoon Ride,13.8,40.3,26.97,7053,7053,0,4572
25 to 34,170,2019-04-15,male,51,35.7,477,King Street side,85 to 95 kg,Sortie à vélo en soirée,33.3,62.3,83.05,8973,8973,0,2032
35 to 44,898,2017-12-24,male,119,27.1,223,Headquarters Business Park,54 kg and under,Afternoon Ride,17.9,36.7,19.04,3824,3824,0,7245
20 to 24,1737,2020-02-18,male,169,15.2,397,Headquarters Business Park,54 kg and under,Evening Ride,15.0,21.2,5.94,1423,1423,0,6221
35 to 44,782,2018-02-11,male,170,24.5,574,Starbucks to Majid,,حسم,7.3,32.4,15.87,7882,7882,0,813
19 and under,1652,2019-08-09,male,72,16.4,367,Headquarters Business Park,75 to 84 kg,Corniche bike rent,16.2,26.3,2.28,506,506,0,6010
25 to 34,583,2018-04-04,male,481,23.2,309,Oghor 2 SailsIsland,55 to 64 kg,Wednesday ride ,19.2,33.8,27.47,5156,5156,0,3810
35 to 44,2178,2017-12-24,male,485,9.6,628,Headquarters Business Park,85 to 95 kg,Morning Ride,11.7,42.8,9.43,2909,2909,0,7611
45 to 54,2230,2019-10-22,male,143,12.3,489,Headquarters Business Park,54 kg and under,Shahad,9.4,21.6,5.03,1935,1935,0,7800
25 to 34,514,2019-02-12,male,127,27.8,217,Headquarters Business Park,,"104 corneesh jeddah , osama",23.4,34.2,20.34,3137,3137,0,6394
35 to 44,660,2016-11-18,male,24,36.4,749,Al Fardoos to shellfish round about,75 to 84 kg,Morning Ride,32.6,44.3,71.42,7886,7886,1,1804
25 to 34,879,2018-03-05,male,423,21.7,278,Headquarters Business Park,115 kg and over,Night Ride,14.0,29.9,8.05,2074,2074,0,6690
35 to 44,1560,2016-03-24,male,377,21.3,337,Oghor 2 SailsIsland,54 kg and under,Night Ride,21.9,29.5,7.54,1242,1242,0,4346
35 to 44,1003,2017-06-16,male,178,22.2,768,King Street side,105 kg to 114 kg,Night Ride,23.0,34.6,26.56,4158,4158,0,2461
25 to 34,534,2018-05-27,male,394,18.0,782,Starbucks to Majid,75 to 84 kg,Night Ride,15.6,40.3,27.86,6448,6448,0,545
20 to 24,1379,2017-07-05,male,106,22.3,322,Oghor 2 SailsIsland,54 kg and under,تمرين ف ججده,20.0,79.6,47.32,8538,8538,0,3241
35 to 44,716,2019-02-08,male,94,27.8,506,Starbucks to Majid,65 to 74 kg,Morning Ride,22.5,37.1,48.29,7719,7719,1,738
25 to 34,301,2015-05-10,male,159,26.9,524,Starbucks to Majid,95 kg to 104 kg,Morning Ride,25.0,40.3,25.02,3599,3599,0,310
25 to 34,497,2017-06-02,male,189,33.2,216,Oghor 2 SailsIsland,75 to 84 kg,Evening Ride,20.7,38.9,10.6,1843,1843,0,3521
20 to 24,1050,2015-05-11,male,10,27.8,1146,S.Ubhur Alkurnaysh South Bound with detour,65 to 74 kg,Morning Ride,29.3,54.7,40.02,4926,4926,0,1131
35 to 44,831,2018-12-14,male,190,29.6,587,North Corniche,54 kg and under,Morning Ride,19.1,34.2,49.79,9381,9381,0,5545
45 to 54,1006,2018-02-02,male,82,22.3,271,Headquarters Business Park,65 to 74 kg,Morning Ride,19.4,32.0,46.78,8690,8690,0,7739
35 to 44,333,2019-02-18,male,138,33.5,214,Oghor 2 SailsIsland,95 kg to 104 kg,Jeddah Cyclist 18 Feb 2019,14.5,39.6,18.46,4594,4594,0,4111
25 to 34,1296,2019-09-08,male,103,26.4,370,PRINCE SULTAN - ASSALAM TO FATIMA,85 to 95 kg,Day-off Ride,16.3,34.9,41.39,9118,9118,0,2769
35 to 44,883,2018-01-05,male,279,18.1,776,Starbucks to Majid,65 to 74 kg,Night Ride,19.1,41.0,22.87,4319,4319,0,920
25 to 34,1820,2018-10-10,male,331,23.3,259,Headquarters Business Park,85 to 95 kg,Afternoon Ride,19.1,33.8,16.6,3129,3129,0,6597
25 to 34,410,2018-04-02,male,256,30.8,233,Oghor 2 SailsIsland,54 kg and under,تمرين جده سايكلت نقص وزنك sign of the horns ,21.7,42.5,52.97,8788,8788,0,3587
25 to 34,625,2019-11-18,female,14,22.8,314,Oghor 2 SailsIsland,,With Brave Cyclist,15.5,32.0,37.88,8795,8795,0,3959
19 and under,39,2018-11-13,male,39,17.9,788,Starbucks to Majid,115 kg and over,Evening Ride,20.1,43.9,31.04,5571,5571,0,38
45 to 54,1119,2019-10-11,male,43,34.7,207,Oghor 2 SailsIsland,75 to 84 kg,Giro mattutino,31.5,42.1,83.12,9487,9487,1,4459
35 to 44,793,2019-12-23,male,308,25.1,286,Oghor 2 SailsIsland,54 kg and under,Evening Ride 01,21.2,35.3,43.97,7468,7468,0,4278
35 to 44,668,2018-08-19,male,150,4.7,2091,PRINCE SULTAN - ASSALAM TO FATIMA,85 to 95 kg,Morning Ride,27.3,45.0,85.72,11296,11296,1,2983
25 to 34,1291,2018-01-01,male,495,18.0,964,North Corniche,95 kg to 104 kg,Lunch Ride,14.1,29.5,34.24,8717,8717,0,5290
55 to 64,972,2018-10-30,male,22,23.3,259,Headquarters Business Park,85 to 95 kg,Camel Circle ,20.4,37.4,51.57,9109,9109,0,7845
25 to 34,546,2019-10-09,male,422,22.8,762,North Corniche,54 kg and under,Evening Ride,18.6,33.5,25.23,4896,4896,0,5217
25 to 34,397,2018-02-16,male,1,87.3,112,PRINCE SULTAN - ASSALAM TO FATIMA,85 to 95 kg,Evening Ride,17.6,108.0,20.57,4197,4197,0,2667
20 to 24,109,2019-05-08,male,88,25.7,279,Oghor 2 SailsIsland,65 to 74 kg,Night Ride,20.5,44.6,21.69,3808,3808,0,3223
25 to 34,198,2018-12-26,male,40,34.0,936,S.Ubhur Alkurnaysh South Bound with detour,65 to 74 kg,Evening Ride,33.4,50.8,41.0,4420,4420,0,1182
35 to 44,831,2019-10-23,male,189,24.7,244,Headquarters Business Park,54 kg and under,Afternoon Ride,16.6,32.4,33.47,7280,7280,0,7318
25 to 34,602,2019-02-10,male,463,8.1,1741,Starbucks to Majid,54 kg and under,Afternoon Ride,15.5,38.9,26.09,6052,6052,0,614
45 to 54,969,2018-11-28,male,60,24.2,249,Headquarters Business Park,54 kg and under,Evening Ride,24.7,49.0,69.58,10145,10145,0,7717
25 to 34,176,2017-03-10,male,10,34.7,713,Obhur North Short,95 kg to 104 kg,Morning Ride,26.9,100.1,110.29,14785,14785,1,1466
45 to 54,1590,2018-11-08,male,83,29.2,246,Oghor 2 SailsIsland,54 kg and under,Morning Ride,25.7,99.4,47.47,6648,6648,0,4497
45 to 54,985,2020-03-10,male,58,24.7,396,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Evening Ride,20.7,47.5,100.26,17420,17420,0,3042
35 to 44,896,2016-09-17,male,293,16.5,854,Starbucks to Majid,54 kg and under,Evening Ride,15.7,54.0,52.17,11998,11998,0,934
35 to 44,1229,2017-01-20,male,135,26.0,654,King Street side,95 kg to 104 kg,Morning Ride,21.5,39.6,50.81,8525,8525,0,2419
25 to 34,1184,2016-10-14,male,289,28.6,606,North Corniche,75 to 84 kg,تمرين جداوي صباحي ,23.9,34.6,66.55,10035,10035,0,5085
25 to 34,618,2019-10-16,female,28,17.8,340,Headquarters Business Park,54 kg and under,Night Ride,17.9,30.6,19.73,3970,3970,0,7097
25 to 34,502,2019-08-07,male,117,28.3,213,Headquarters Business Park,85 to 95 kg,Morning Ride,23.4,42.5,14.56,2239,2239,1,6382
25 to 34,564,2018-03-21,male,26,40.7,426,North Corniche,65 to 74 kg,Night Ride,30.5,47.9,46.14,5450,5450,0,4822
35 to 44,794,2013-10-02,male,184,24.1,585,Starbucks to Majid,95 kg to 104 kg,Wdnesday ride @ alhamra,21.7,42.1,42.3,7009,7009,0,826
25 to 34,412,2020-01-10,male,65,17.0,1454,Obhur North Short,54 kg and under,Afternoon Ride,17.8,44.6,100.66,20365,20365,0,1521
35 to 44,1329,2016-08-05,male,97,29.0,337,PRINCE SULTAN - ASSALAM TO FATIMA,75 to 84 kg,Morning Ride,17.5,36.4,42.79,8803,8803,0,2930
35 to 44,877,2019-02-18,male,262,27.8,258,Oghor 2 SailsIsland,,Jeddah Train,19.7,29.9,11.09,2025,2025,0,4232
25 to 34,616,2018-05-13,female,10,22.2,634,Starbucks to Majid,54 kg and under,Morning Ride,24.5,34.6,24.55,3608,3608,1,628
45 to 54,965,2019-10-16,male,16,41.2,174,Oghor 2 SailsIsland,75 to 84 kg,Wednesday Evening Ride person biking  night with stars ,27.8,44.3,51.41,6649,6649,1,4430
25 to 34,595,2018-08-25,male,523,21.5,334,Oghor 2 SailsIsland,75 to 84 kg,صباحي,15.3,36.4,51.05,11986,11986,0,3853
25 to 34,380,2018-09-04,male,238,24.6,572,Starbucks to Majid,54 kg and under,Evening Ride,23.3,37.1,38.36,5939,5939,0,390
35 to 44,1559,2018-03-21,male,376,21.4,335,Oghor 2 SailsIsland,65 to 74 kg,Jeddah Cyclists,18.9,33.5,28.33,5402,5402,0,4345
35 to 44,2204,2018-11-24,female,30,5.0,1217,Headquarters Business Park,54 kg and under,Lunch Ride,5.3,9.0,6.74,4561,4561,0,7657
55 to 64,1128,2018-04-13,male,16,27.9,623,North Corniche,54 kg and under,Morning Ride,23.9,140.0,55.03,8287,8287,0,5913
35 to 44,682,2015-10-09,male,20,43.5,165,Oghor 2 SailsIsland,75 to 84 kg,Morning Ride,34.1,49.0,30.09,3180,3180,1,3990
25 to 34,390,2016-10-17,male,248,24.2,581,Starbucks to Majid,55 to 64 kg,Evening Rideتمرين مع قروب جدة ,20.2,41.8,20.39,3633,3633,0,400
25 to 34,318,2019-01-09,male,11,43.1,403,North Corniche,75 to 84 kg,Evening Ride,32.1,54.4,46.88,5258,5258,1,4806
25 to 34,899,2017-09-13,male,340,26.6,652,North Corniche,65 to 74 kg,13/9/2017,22.0,50.4,24.98,4090,4090,0,5135
35 to 44,2165,2018-07-13,male,463,14.4,418,Headquarters Business Park,54 kg and under,Night Ride,16.2,50.8,6.33,1410,1410,0,7589
25 to 34,451,2018-05-09,male,80,38.4,187,Oghor 2 SailsIsland,75 to 84 kg,مجدولة مجموعة جدة سايكلست على دراجة هجين man biking: medium skin tone smiling face with heart-eyes fire ,24.7,42.5,47.69,6956,6956,1,3359
19 and under,47,2018-09-15,female,1,25.3,556,Starbucks to Majid,54 kg and under,من أرهب التمارين,17.7,31.3,54.53,11094,11094,0,46
35 to 44,1145,2017-07-28,male,302,23.3,745,North Corniche,75 to 84 kg,تمرين ابحر مع صديقنا ياسر  thumbs up thumbs up ,21.9,46.4,72.54,11928,11928,0,5657
35 to 44,881,2015-02-09,male,410,18.3,330,Headquarters Business Park,75 to 84 kg,Evening Ride,15.2,36.7,25.21,5991,5991,0,7536
45 to 54,994,2017-03-15,male,87,21.8,277,Headquarters Business Park,95 kg to 104 kg,Evening Ride,21.0,37.1,23.0,3942,3942,0,7744
25 to 34,563,2020-01-20,male,311,29.2,246,Oghor 2 SailsIsland,54 kg and under,"Ride in jeddah with jeddah Cyclist, All the respect and thank you from the bottom for the good treatment and their love of the bicycle; and I am honored to ride with them again and always... flag: Saudi Arabia flexed biceps man mountain biking face savoring food grapes purple heart ",18.3,49.7,25.38,4983,4983,1,3642
25 to 34,413,2018-11-20,male,395,26.5,271,Oghor 2 SailsIsland,54 kg and under,1st day jeddah challenge ,19.3,40.0,56.66,10571,10571,0,3726
35 to 44,726,2014-11-01,male,67,29.7,203,Headquarters Business Park,85 to 95 kg,Morning Ride,23.9,41.8,31.33,4714,4714,0,7196
25 to 34,1296,2020-02-01,male,412,23.1,753,North Corniche,85 to 95 kg,Thank you lord for a safe ride and all the blessings.,17.6,46.4,34.18,6975,6975,0,5208
25 to 34,593,2014-05-31,male,524,12.6,1374,North Corniche,105 kg to 114 kg,Afternoon Ride,14.9,34.2,29.24,7072,7072,0,5319
35 to 44,854,2016-06-25,male,498,5.1,1176,Headquarters Business Park,105 kg to 114 kg,Night Ride,20.2,40.3,21.06,3758,3758,0,7624
35 to 44,795,2018-10-24,male,138,25.9,658,King Street side,65 to 74 kg,Evening Ride,22.6,35.6,51.34,8191,8191,0,2421
35 to 44,757,2019-04-10,male,248,26.7,649,North Corniche,54 kg and under,Evening Ride,22.3,36.4,43.76,7052,7052,1,5604
25 to 34,219,2016-10-22,male,44,34.9,782,Al Fardoos to shellfish round about,95 kg to 104 kg,Morning Ride,28.3,45.0,90.93,11549,11549,0,1750
35 to 44,890,2019-02-25,male,468,14.2,426,Headquarters Business Park,54 kg and under,Evening Ride,15.9,34.9,28.75,6512,6512,0,7594
35 to 44,654,2018-01-10,male,201,24.4,247,Headquarters Business Park,65 to 74 kg,Lunch Ride,20.2,26.6,7.08,1264,1264,1,7327
35 to 44,888,2019-12-20,male,93,35.7,201,Oghor 2 SailsIsland,,Afternoon Ride,28.5,416.9,164.38,20777,20777,0,4062
35 to 44,1233,2018-07-14,male,307,21.9,276,Headquarters Business Park,54 kg and under,Afternoon Ride,21.7,30.2,21.97,3650,3650,0,7435
25 to 34,329,2013-12-29,male,186,26.0,541,Starbucks to Majid,105 kg to 114 kg,ختامها مطر,20.5,43.2,108.69,19079,19079,0,338
25 to 34,208,2020-03-09,male,63,31.4,449,Starbucks to Majid,54 kg and under,Afternoon Ride,27.3,41.0,50.86,6719,6719,0,215
25 to 34,468,2017-05-22,male,334,28.6,251,Oghor 2 SailsIsland,75 to 84 kg,1/2 25-30km/h 1/2 20-25km/h,20.5,36.7,21.06,3698,3698,0,3663
35 to 44,1084,2019-12-24,male,78,22.8,1398,S.Ubhur Alkurnaysh South Bound with detour,,Evening Ride,21.6,41.4,35.09,5839,5839,0,1341
35 to 44,666,2019-10-23,male,62,30.0,201,Headquarters Business Park,115 kg and over,Evening Ride,28.4,41.4,51.07,6471,6471,0,7189
35 to 44,912,2018-09-08,male,479,12.3,492,Headquarters Business Park,75 to 84 kg,Morning Ride,13.4,29.5,17.77,4775,4775,0,7605
25 to 34,1208,2018-11-09,male,566,18.8,381,Oghor 2 SailsIsland,85 to 95 kg,Morning Ride:,15.5,39.6,41.75,9686,9686,0,3894
25 to 34,244,2016-12-07,male,311,29.2,246,Oghor 2 SailsIsland,105 kg to 114 kg,Evening Ride,23.0,43.2,25.89,4060,4060,1,3640
25 to 34,320,2018-01-13,male,177,26.3,535,Starbucks to Majid,,Evening Ride,20.7,34.6,14.11,2451,2451,0,329
20 to 24,128,2016-01-11,male,143,17.9,338,Headquarters Business Park,85 to 95 kg,Evening Ride,17.9,47.5,21.86,4403,4403,0,6194
45 to 54,940,2015-10-13,male,20,35.0,279,PRINCE SULTAN - ASSALAM TO FATIMA,55 to 64 kg,Afternoon Ride,24.2,52.2,65.07,9675,9675,0,3004
35 to 44,2131,2019-02-06,male,377,19.4,311,Headquarters Business Park,75 to 84 kg,Evening Ride,16.9,54.4,15.69,3340,3340,1,7504
19 and under,29,2019-12-31,male,40,26.6,270,Oghor 2 SailsIsland,54 kg and under,Morning fun spin man biking ,22.5,45.4,57.69,9231,9231,0,3115
35 to 44,806,2018-12-30,male,471,13.4,450,Headquarters Business Park,75 to 84 kg,Zone 1 ride with one full power to broke segment!,21.9,51.1,52.28,8586,8586,1,7597
35 to 44,681,2018-11-30,male,38,34.7,490,King Street side,115 kg and over,رقم جديد 101 km man biking: medium-light skin tone confetti ball party popper ,22.4,50.8,101.19,16246,16246,0,2322
35 to 44,1244,2017-07-25,male,227,29.3,245,Oghor 2 SailsIsland,54 kg and under,Evening Ride,19.7,38.5,22.27,4076,4076,0,4197
25 to 34,1408,2017-01-04,male,219,32.0,224,Oghor 2 SailsIsland,,Night Ride,26.6,41.4,6.64,898,898,0,3549
25 to 34,186,2017-01-20,male,2,37.9,652,Obhur North Short,54 kg and under,Morning Ride,34.0,49.0,105.09,11119,11119,1,1458
25 to 34,165,2019-04-27,male,20,38.2,369,Starbucks to Majid,85 to 95 kg,سباق تحدي شركة جيلي,34.7,51.8,40.08,4158,4158,1,171
35 to 44,1531,2019-01-26,male,230,28.9,248,Oghor 2 SailsIsland,54 kg and under,Morning Ride,31.3,43.2,21.18,2436,2436,0,4203
25 to 34,506,2019-02-02,male,325,23.4,258,Headquarters Business Park,54 kg and under,تمرين صباح السبت جده,20.4,43.6,36.22,6398,6398,0,6594
25 to 34,1068,2015-08-24,male,241,31.3,229,Oghor 2 SailsIsland,85 to 95 kg,Evening Ride,22.1,41.4,16.11,2622,2622,0,3569
35 to 44,796,2019-03-01,male,257,28.1,255,Oghor 2 SailsIsland,95 kg to 104 kg,Morning Ride,19.6,36.4,31.48,5788,5788,1,4226
25 to 34,397,2018-06-22,male,363,25.5,680,North Corniche,85 to 95 kg,jeddah cycles,20.0,44.6,50.53,9118,9118,0,5158
25 to 34,1793,2019-02-01,male,154,27.2,222,Headquarters Business Park,54 kg and under,Morning Ride,26.5,64.1,29.52,4012,4012,0,6424
20 to 24,1715,2019-04-02,male,134,18.8,321,Headquarters Business Park,95 kg to 104 kg,Evening Ride,17.8,42.8,18.84,3805,3805,0,6185
25 to 34,149,2019-07-22,male,217,25.7,235,Headquarters Business Park,54 kg and under,Evening Ride,40.7,105.8,101.0,8929,8929,0,6485
35 to 44,900,2017-05-01,male,297,16.2,869,Starbucks to Majid,54 kg and under,Evening Ride,15.9,34.2,18.14,4108,4108,0,938
20 to 24,59,2019-05-20,male,11,31.5,447,Starbucks to Majid,85 to 95 kg,Night Ride,27.5,47.5,35.07,4589,4589,1,60
25 to 34,311,2019-12-04,male,98,18.1,1764,S.Ubhur Alkurnaysh South Bound with detour,75 to 84 kg,Evening Ride bicycle ,25.3,42.1,47.85,6802,6802,1,1240
45 to 54,936,2018-11-26,male,11,40.9,424,North Corniche,75 to 84 kg,Morning Ride,34.5,45.0,20.22,2112,2112,0,5760
25 to 34,512,2019-11-25,male,341,26.6,653,North Corniche,54 kg and under,Evening Ride,19.5,36.0,27.5,5075,5075,0,5136
25 to 34,1815,2019-02-07,male,315,23.7,255,Headquarters Business Park,54 kg and under,Afternoon Ride,20.2,43.2,20.12,3582,3582,0,6579
25 to 34,255,2019-05-22,male,139,29.1,584,King Street side,54 kg and under,Night Ride,23.5,38.5,35.08,5375,5375,0,2120
25 to 34,527,2017-02-10,male,68,9.8,2526,Obhur North Short,65 to 74 kg,Tour de Obhur,13.3,40.0,87.49,23702,23702,0,1524
25 to 34,147,2019-02-12,male,2,67.7,208,Starbucks to Majid,54 kg and under,Afternoon Ride,31.6,122.0,20.55,2341,2341,0,153
25 to 34,470,2016-05-16,male,330,21.5,656,Starbucks to Majid,115 kg and over,Evening Ride,17.4,53.3,20.49,4231,4231,0,481
20 to 24,1395,2019-05-18,male,70,23.6,256,Headquarters Business Park,54 kg and under,Night Ride,18.1,40.3,17.19,3427,3427,0,6122
45 to 54,950,2016-12-16,male,46,34.3,209,Oghor 2 SailsIsland,85 to 95 kg,"Morning Ride, very windy",24.6,40.7,72.29,10598,10598,0,4460
25 to 34,1500,2015-11-15,male,592,16.0,449,Oghor 2 SailsIsland,54 kg and under,Afternoon Ride,17.8,50.4,38.41,7779,7779,0,3920
25 to 34,193,2019-09-27,male,57,30.7,887,Al Fardoos to shellfish round about,75 to 84 kg,100km with fucken bad sun,26.2,44.3,90.31,12406,12406,0,1762
35 to 44,727,2016-06-27,male,107,27.3,516,Starbucks to Majid,75 to 84 kg,Night Ride,24.9,43.6,25.37,3670,3670,0,750
35 to 44,1139,2019-10-18,male,5,42.7,638,Al Fardoos to shellfish round about,65 to 74 kg,تمرين جدة دراجين الغربية,33.1,52.9,68.31,7428,7428,0,1785
35 to 44,2145,2019-04-05,male,419,17.8,340,Headquarters Business Park,85 to 95 kg,Afternoon Ride,16.2,39.6,15.03,3336,3336,0,7545
45 to 54,687,2019-09-25,male,87,28.7,250,Oghor 2 SailsIsland,85 to 95 kg,Evening Ride,23.5,36.7,44.48,6815,6815,0,4501
25 to 34,162,2017-09-13,male,58,38.5,451,North Corniche,75 to 84 kg,Night Ride,30.6,42.5,39.91,4694,4694,0,4853
25 to 34,199,2017-06-27,male,44,35.3,277,PRINCE SULTAN - ASSALAM TO FATIMA,55 to 64 kg,Morning Ride,25.2,48.6,79.16,11328,11328,1,2711
25 to 34,1783,2018-12-27,male,99,29.3,206,Headquarters Business Park,,Afternoon Ride,17.7,69.8,72.52,14773,14773,0,6365
35 to 44,811,2016-05-09,male,224,29.4,244,Oghor 2 SailsIsland,105 kg to 114 kg,Evening Ride,18.9,52.6,23.44,4476,4476,0,4193
35 to 44,739,2019-06-26,male,70,23.7,1344,S.Ubhur Alkurnaysh South Bound with detour,55 to 64 kg,Ciclismo por la mañana,24.5,30.6,37.94,5580,5580,0,1333
25 to 34,581,2018-05-02,male,737,14.5,416,Headquarters Business Park,75 to 84 kg,Afternoon Ride,14.4,32.0,15.95,3998,3998,0,7001
35 to 44,1074,2018-03-13,male,21,38.8,252,PRINCE SULTAN - ASSALAM TO FATIMA,65 to 74 kg,Morning Ride,28.9,47.5,50.46,6277,6277,0,2854
25 to 34,180,2018-12-14,male,35,34.7,406,Starbucks to Majid,75 to 84 kg,Morning Ride,28.2,47.9,311.14,39763,39763,0,186
20 to 24,70,2019-11-25,male,15,19.7,1619,S.Ubhur Alkurnaysh South Bound with detour,54 kg and under,Monday trip ,25.5,48.2,50.36,7118,7118,0,1136
25 to 34,91,2019-10-25,male,77,33.2,513,King Street side,75 to 84 kg,Territory expansion beaming face with smiling eyes ,24.6,41.4,129.55,18939,18939,1,2058
25 to 34,475,2013-11-06,male,336,23.2,260,Headquarters Business Park,105 kg to 114 kg,Evening Ride,20.4,47.5,42.36,7465,7465,0,6602
25 to 34,1819,2018-09-16,male,331,23.3,259,Headquarters Business Park,54 kg and under,Evening Ride,20.4,33.1,10.22,1807,1807,0,6596
20 to 24,143,2019-01-28,male,99,7.3,1941,Starbucks to Majid,54 kg and under,Evening Ride,11.8,51.8,28.31,8628,8628,0,148
35 to 44,785,2016-05-13,male,155,32.9,218,Oghor 2 SailsIsland,75 to 84 kg,Cycle - Cyclemeter,25.9,77.8,98.18,13627,13627,1,4124
25 to 34,382,2016-11-07,male,94,36.1,481,North Corniche,95 kg to 104 kg,Evening Ride,31.4,40.0,39.11,4485,4485,1,4889
25 to 34,263,2019-02-26,male,111,28.9,209,Headquarters Business Park,65 to 74 kg,Evening Ride,25.3,38.9,31.6,4495,4495,0,6377
25 to 34,227,2018-08-31,male,82,38.2,188,Oghor 2 SailsIsland,75 to 84 kg,Afternoon Ride,24.8,45.7,60.42,8784,8784,0,3363
20 to 24,1370,2017-09-17,male,110,12.6,1378,North Corniche,75 to 84 kg,Cooling down ,23.1,36.4,18.17,2836,2836,0,4788
35 to 44,643,2015-07-05,male,33,37.0,264,PRINCE SULTAN - ASSALAM TO FATIMA,75 to 84 kg,Afternoon Ride,25.7,43.9,44.07,6167,6167,0,2866
25 to 34,1292,2018-05-31,male,448,24.5,293,Oghor 2 SailsIsland,54 kg and under,Night Ride,18.9,32.0,10.07,1921,1921,0,3776
45 to 54,933,2015-12-11,male,18,35.0,910,S.Ubhur Alkurnaysh South Bound with detour,85 to 95 kg,Morning Ride,30.7,41.4,101.08,11834,11834,1,1386
19 and under,5,2015-02-09,male,3,32.8,184,Headquarters Business Park,54 kg and under,Evening Speeders Group Ride,20.2,46.8,103.59,18504,18504,0,5941
35 to 44,2118,2018-09-29,male,299,22.0,274,Headquarters Business Park,,Morning Ride,20.8,23.0,7.22,1252,1252,0,7425
25 to 34,397,2018-04-14,male,247,24.9,242,Headquarters Business Park,85 to 95 kg,سر سعادتي في نمط حياتي,20.5,40.0,30.19,5305,5305,0,6511
35 to 44,756,2016-12-31,male,340,19.9,872,North Corniche,95 kg to 104 kg,Afternoon Ride,16.5,30.6,19.77,4318,4318,0,5695
25 to 34,438,2017-12-09,male,298,29.4,244,Oghor 2 SailsIsland,65 to 74 kg,Afternoon Ride,18.3,41.4,25.75,5058,5058,0,3629
25 to 34,612,2020-03-06,female,6,25.9,233,Headquarters Business Park,54 kg and under,Morning Ride,23.4,31.0,60.02,9237,9237,0,7075
